Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
La Cure;1265;0;Saint-Cergue;5727;VD;2495288.981;1146728.689;fr
Signy;1274;1;Signy-Avenex;5728;VD;2504889.000;1138492.063;fr
Tannay;1295;2;Tannay;5729;VD;2502752.264;1129385.689;fr
Trélex;1270;0;Trélex;5730;VD;2505070.018;1140955.684;fr
Le Vaud;1261;33;Le Vaud;5731;VD;2507535.241;1148041.799;fr
Vich;1267;1;Vich;5732;VD;2508612.044;1142692.529;fr
L'Abergement;1355;0;L'Abergement;5741;VD;2527476.419;1178573.389;fr
Agiez;1352;0;Agiez;5742;VD;2528756.898;1174540.836;fr
Arnex-sur-Orbe;1321;0;Arnex-sur-Orbe;5743;VD;2529672.101;1171749.733;fr
Ballaigues;1338;0;Ballaigues;5744;VD;2521736.089;1175850.693;fr
Baulmes;1446;0;Baulmes;5745;VD;2529728.675;1182609.346;fr
Bavois;1372;0;Bavois;5746;VD;2533213.154;1170831.876;fr
Bofflens;1353;0;Bofflens;5747;VD;2528132.736;1172863.501;fr
Bretonnières;1329;0;Bretonnières;5748;VD;2526332.755;1173889.371;fr
Chavornay;1373;0;Chavornay;5749;VD;2533609.031;1172615.496;fr
Corcelles-sur-Chavornay;1374;0;Chavornay;5749;VD;2535868.666;1172848.261;fr
Essert-Pittet;1435;0;Chavornay;5749;VD;2534660.100;1175533.123;fr
Les Clées;1356;0;Les Clées;5750;VD;2525408.550;1176058.913;fr
La Russille;1356;2;Les Clées;5750;VD;2526621.628;1176542.251;fr
Croy;1322;0;Croy;5752;VD;2526425.330;1171909.026;fr
Juriens;1326;0;Juriens;5754;VD;2524294.190;1171598.785;fr
Lignerolle;1357;0;Lignerolle;5755;VD;2524933.700;1177016.185;fr
Montcherand;1354;0;Montcherand;5756;VD;2529068.911;1176138.801;fr
Orbe;1350;0;Orbe;5757;VD;2530767.346;1175223.080;fr
La Praz;1148;6;La Praz;5758;VD;2522590.535;1168999.609;fr
Premier;1324;0;Premier;5759;VD;2524031.356;1173066.453;fr
Rances;1439;0;Rances;5760;VD;2530657.091;1179292.809;fr
Romainmôtier;1323;0;Romainmôtier-Envy;5761;VD;2525255.530;1171830.489;fr
Sergey;1355;2;Sergey;5762;VD;2528258.900;1178158.429;fr
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;5763;VD;2529759.628;1178271.993;fr
Vallorbe;1337;0;Vallorbe;5764;VD;2519058.100;1174069.236;fr
Vaulion;1325;0;Vaulion;5765;VD;2519814.431;1171426.603;fr
Vuiteboeuf;1445;0;Vuiteboeuf;5766;VD;2532161.259;1184376.511;fr
Corcelles-le-Jorat;1082;0;Corcelles-le-Jorat;5785;VD;2546591.199;1161929.476;fr
Essertes;1078;0;Oron;5805;VD;2550198.670;1157002.238;fr
Maracon;1613;0;Maracon;5790;VD;2556466.355;1155533.910;fr
Montpreveyres;1081;0;Montpreveyres;5792;VD;2547080.113;1159452.440;fr
Ropraz;1088;0;Ropraz;5798;VD;2547376.941;1162864.685;fr
Servion;1077;0;Servion;5799;VD;2549922.340;1158743.628;fr
Les Cullayes;1080;0;Servion;5799;VD;2547320.139;1158225.511;fr
Vulliens;1085;0;Vulliens;5803;VD;2550831.836;1163581.673;fr
Montaubion-Chardonney;1041;22;Jorat-Menthue;5804;VD;2544549.761;1166460.878;fr
Villars-Tiercelin;1058;0;Jorat-Menthue;5804;VD;2543771.544;1164235.269;fr
Peney-le-Jorat;1059;0;Jorat-Menthue;5804;VD;2545552.354;1164993.229;fr
Villars-Mendraz;1061;0;Jorat-Menthue;5804;VD;2545701.738;1166479.853;fr
Sottens;1062;0;Jorat-Menthue;5804;VD;2546684.904;1167376.390;fr
Palézieux;1607;0;Oron;5805;VD;2553911.584;1154763.168;fr
Palézieux-Village;1607;1;Oron;5805;VD;2553362.069;1156338.240;fr
Les Tavernes;1607;3;Oron;5805;VD;2551839.046;1156143.633;fr
Les Thioleyres;1607;4;Oron;5805;VD;2551927.891;1154458.093;fr
Oron-le-Châtel;1608;0;Oron;5805;VD;2553927.660;1158338.493;fr
Bussigny-sur-Oron;1608;2;Oron;5805;VD;2555861.638;1157762.383;fr
Chesalles-sur-Oron;1608;3;Oron;5805;VD;2555152.073;1158544.885;fr
Oron-la-Ville;1610;0;Oron;5805;VD;2553130.399;1157872.964;fr
Châtillens;1610;1;Oron;5805;VD;2552335.933;1157588.800;fr
Vuibroye;1610;2;Oron;5805;VD;2551453.324;1158054.941;fr
Ecoteaux;1612;0;Oron;5805;VD;2555795.939;1155101.798;fr
Ferlens VD;1076;0;Jorat-Mézières;5806;VD;2549958.836;1159953.755;fr
Mézières VD;1083;0;Jorat-Mézières;5806;VD;2548855.750;1160659.203;fr
Carrouge VD;1084;0;Jorat-Mézières;5806;VD;2549172.698;1161718.249;fr
Champtauroz;1537;0;Champtauroz;5812;VD;2550277.378;1178986.943;fr
Chevroux;1545;0;Chevroux;5813;VD;2559499.660;1193076.058;fr
Corcelles-près-Payerne;1562;0;Corcelles-près-Payerne;5816;VD;2563575.124;1186832.923;fr
Grandcour;1543;0;Grandcour;5817;VD;2561259.850;1191323.779;fr
Henniez;1525;0;Henniez;5819;VD;2557617.521;1176838.946;fr
Missy;1565;0;Missy;5821;VD;2564308.500;1192246.884;fr
Payerne;1530;0;Payerne;5822;VD;2561778.748;1185631.894;fr
Vers-chez-Perrin;1551;0;Payerne;5822;VD;2562135.388;1182926.278;fr
Trey;1552;0;Trey;5827;VD;2560837.099;1180027.289;fr
Treytorrens (Payerne);1538;0;Treytorrens (Payerne);5828;VD;2551287.116;1180194.260;fr
Sédeilles;1554;0;Villarzel;5830;VD;2561353.635;1177703.646;fr
Rossens VD;1554;2;Villarzel;5830;VD;2560541.664;1176118.115;fr
Villarzel;1555;0;Villarzel;5830;VD;2559811.324;1177657.563;fr
Granges-près-Marnand;1523;0;Valbroye;5831;VD;2558057.753;1178899.183;fr
Marnand;1524;0;Valbroye;5831;VD;2558932.961;1178466.594;fr
Seigneux;1525;2;Valbroye;5831;VD;2557184.841;1175365.129;fr
Sassel;1534;0;Valbroye;5831;VD;2555629.310;1180838.871;fr
Combremont-le-Grand;1535;0;Valbroye;5831;VD;2552603.675;1179159.851;fr
Combremont-le-Petit;1536;0;Valbroye;5831;VD;2551903.163;1177777.873;fr
Villars-Bramard;1682;4;Valbroye;5831;VD;2558707.260;1174275.035;fr
Cerniaz VD;1682;5;Valbroye;5831;VD;2558518.826;1175255.883;fr
Château-d'Oex;1660;0;Château-d'Oex;5841;VD;2576251.390;1146871.759;fr
Les Moulins;1660;2;Château-d'Oex;5841;VD;2574496.564;1145482.535;fr
L'Etivaz;1660;3;Château-d'Oex;5841;VD;2577645.075;1141511.879;fr
La Lécherette;1660;4;Château-d'Oex;5841;VD;2574448.958;1141160.388;fr
Rossinière;1658;0;Rossinière;5842;VD;2572541.814;1146177.484;fr
La Tine;1658;2;Rossinière;5842;VD;2570111.063;1146464.936;fr
Rougemont;1659;0;Rougemont;5843;VD;2582156.268;1148497.329;fr
Flendruz;1659;2;Rougemont;5843;VD;2580329.254;1148050.569;fr
Allaman;1165;0;Allaman;5851;VD;2519867.050;1147146.855;fr
Bursinel;1195;3;Bursinel;5852;VD;2512816.724;1143632.768;fr
Bursins;1183;0;Bursins;5853;VD;2511739.879;1145288.464;fr
Burtigny;1268;2;Burtigny;5854;VD;2509409.505;1146636.150;fr
Dully;1195;2;Dully;5855;VD;2512079.163;1142644.460;fr
Essertines-sur-Rolle;1186;0;Essertines-sur-Rolle;5856;VD;2513957.645;1149708.245;fr
Gilly;1182;0;Gilly;5857;VD;2512549.636;1145957.154;fr
Luins;1184;0;Luins;5858;VD;2510413.553;1144566.469;fr
Mont-sur-Rolle;1185;0;Mont-sur-Rolle;5859;VD;2515386.098;1147219.016;fr
Perroy;1166;0;Perroy;5860;VD;2517565.791;1146816.879;fr
Rolle;1180;0;Rolle;5861;VD;2515306.735;1145844.639;fr
Tartegnin;1180;2;Tartegnin;5862;VD;2513697.635;1146736.189;fr
Vinzel;1184;1;Vinzel;5863;VD;2510888.250;1144751.750;fr
Le Pont;1342;0;L'Abbaye;5871;VD;2515273.960;1168750.583;fr
L'Abbaye;1344;0;L'Abbaye;5871;VD;2514337.723;1167152.228;fr
Les Bioux;1346;0;L'Abbaye;5871;VD;2510823.524;1164099.730;fr
L'Orient;1341;0;Le Chenit;5872;VD;2508036.033;1161780.626;fr
Le Sentier;1347;0;Le Chenit;5872;VD;2507559.474;1162607.755;fr
Le Solliat;1347;1;Le Chenit;5872;VD;2507771.811;1163876.484;fr
Le Brassus;1348;0;Le Chenit;5872;VD;2505841.038;1159695.758;fr
Les Charbonnières;1343;0;Le Lieu;5873;VD;2513894.660;1169010.746;fr
Le Lieu;1345;0;Le Lieu;5873;VD;2511461.649;1166899.534;fr
Le Séchey;1345;1;Le Lieu;5873;VD;2512852.881;1168289.298;fr
Blonay;1807;0;Blonay - Saint-Légier;5892;VD;2558195.653;1146204.201;fr
Le Mont-Pèlerin;1801;0;Chardonne;5882;VD;2553276.876;1147988.991;fr
Chardonne;1803;0;Chardonne;5882;VD;2553026.408;1147463.441;fr
Corseaux;1802;0;Corseaux;5883;VD;2553469.625;1146956.300;fr
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;5884;VD;2554150.306;1146716.505;fr
Les Monts-de-Corsier;1808;0;Corsier-sur-Vevey;5884;VD;2556867.230;1149952.769;fr
Fenil-sur-Corsier;1809;0;Corsier-sur-Vevey;5884;VD;2556041.796;1148193.312;fr
Jongny;1805;0;Jongny;5885;VD;2554190.646;1147573.054;fr
Clarens;1815;0;Montreux;5886;VD;2558029.281;1143556.370;fr
Chailly-Montreux;1816;0;Montreux;5886;VD;2558001.140;1144933.953;fr
Brent;1817;0;Montreux;5886;VD;2558729.380;1145281.431;fr
Montreux;1820;0;Montreux;5886;VD;2559582.156;1142301.243;fr
Territet;1820;5;Montreux;5886;VD;2560375.396;1141847.346;fr
Chernex;1822;0;Montreux;5886;VD;2559653.278;1143607.816;fr
Glion;1823;0;Montreux;5886;VD;2560568.789;1142438.399;fr
Caux;1824;0;Montreux;5886;VD;2561566.151;1142497.401;fr
Chamby;1832;0;Montreux;5886;VD;2559651.074;1144353.962;fr
Villard-sur-Chamby;1832;2;Montreux;5886;VD;2561034.175;1145941.512;fr
Les Avants;1833;0;Montreux;5886;VD;2561905.358;1144761.880;fr
St-Légier-La Chiésaz;1806;0;Blonay - Saint-Légier;5892;VD;2557399.675;1146822.465;fr
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;5889;VD;2555313.463;1144863.479;fr
Vevey;1800;0;Vevey;5890;VD;2554636.886;1145474.563;fr
Veytaux;1820;6;Veytaux;5891;VD;2560806.255;1141179.788;fr
Belmont-sur-Yverdon;1432;0;Belmont-sur-Yverdon;5902;VD;2537743.200;1177472.833;fr
Bioley-Magnoux;1407;4;Bioley-Magnoux;5903;VD;2544440.275;1175334.374;fr
Chamblon;1436;2;Chamblon;5904;VD;2536455.928;1181157.231;fr
Champvent;1443;0;Champvent;5905;VD;2534063.941;1181731.604;fr
Essert-sous-Champvent;1443;2;Champvent;5905;VD;2534798.159;1182802.483;fr
Villars-sous-Champvent;1443;3;Champvent;5905;VD;2534682.964;1182044.815;fr
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;5907;VD;2549478.215;1180845.259;fr
Chêne-Pâquier;1464;2;Chêne-Pâquier;5908;VD;2548837.234;1180236.818;fr
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;5909;VD;2541828.671;1181607.978;fr
Cronay;1406;0;Cronay;5910;VD;2543291.996;1178708.840;fr
Cuarny;1404;0;Cuarny;5911;VD;2542727.629;1180152.618;fr
Démoret;1415;2;Démoret;5912;VD;2547865.513;1177588.503;fr
Donneloye;1407;0;Donneloye;5913;VD;2544789.279;1177352.643;fr
Gossens;1407;2;Donneloye;5913;VD;2543568.958;1176724.001;fr
Mézery-près-Donneloye;1407;3;Donneloye;5913;VD;2545655.715;1177789.486;fr
Prahins;1408;0;Donneloye;5913;VD;2546616.046;1176247.405;fr
Ependes VD;1434;0;Ependes (VD);5914;VD;2536562.801;1177435.088;fr
Mathod;1438;0;Mathod;5919;VD;2533442.541;1179882.386;fr
Molondin;1415;0;Molondin;5921;VD;2547280.380;1178960.975;fr
Montagny-près-Yverdon;1442;0;Montagny-près-Yverdon;5922;VD;2536909.606;1182759.743;fr
Oppens;1047;0;Oppens;5923;VD;2542946.023;1173927.775;fr
Orges;1430;0;Orges;5924;VD;2535115.645;1184448.045;fr
Orzens;1413;0;Orzens;5925;VD;2542284.539;1174743.870;fr
Pomy;1405;0;Pomy;5926;VD;2541238.554;1178970.725;fr
Rovray;1463;0;Rovray;5928;VD;2548574.454;1181702.306;fr
Suchy;1433;0;Suchy;5929;VD;2535810.348;1174929.398;fr
Suscévaz;1437;0;Suscévaz;5930;VD;2534253.613;1179589.946;fr
Treycovagnes;1436;0;Treycovagnes;5931;VD;2536667.628;1180663.468;fr
Ursins;1412;2;Ursins;5932;VD;2541116.529;1176305.920;fr
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;5933;VD;2536658.304;1183422.361;fr
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;5934;VD;2540165.998;1177533.268;fr
Villars-Epeney;1404;2;Villars-Epeney;5935;VD;2543357.503;1181439.693;fr
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;5937;VD;2534374.828;1186242.599;fr
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;5938;VD;2539038.140;1181165.718;fr
Gressy;1432;2;Yverdon-les-Bains;5938;VD;2538630.709;1177737.684;fr
Yvonand;1462;0;Yvonand;5939;VD;2547053.669;1183241.878;fr
Brig;3900;0;Brig-Glis;6002;VS;2642436.274;1129614.850;de
Gamsen;3900;2;Brig-Glis;6002;VS;2639771.609;1128330.688;de
Brigerbad;3900;3;Brig-Glis;6002;VS;2636984.401;1127743.206;de
Glis;3902;0;Brig-Glis;6002;VS;2641552.571;1128958.859;de
Eggerberg;3939;0;Eggerberg;6004;VS;2633769.649;1128448.980;de
Mund;3903;0;Naters;6007;VS;2638545.409;1129561.886;de
Birgisch;3903;1;Naters;6007;VS;2639979.145;1129835.394;de
Naters;3904;0;Naters;6007;VS;2642318.673;1130615.883;de
Blatten b. Naters;3914;0;Naters;6007;VS;2641924.950;1134198.811;de
Belalp;3914;1;Naters;6007;VS;2641241.885;1135737.677;de
Rothwald;3901;23;Ried-Brig;6008;VS;2646410.653;1125687.888;de
Ried-Brig;3911;0;Ried-Brig;6008;VS;2644560.446;1129348.938;de
Simplon Dorf;3907;0;Simplon;6009;VS;2647673.804;1116233.967;de
Simplon Hospiz;3907;2;Simplon;6009;VS;2645538.741;1121861.973;de
Gabi (Simplon);3907;3;Simplon;6009;VS;2648970.139;1115025.866;de
Termen;3912;0;Termen;6010;VS;2644840.018;1130906.858;de
Rosswald;3913;0;Termen;6010;VS;2646370.814;1128259.741;de
Gondo;3907;4;Zwischbergen;6011;VS;2654215.908;1116275.096;de
Ardon;1957;0;Ardon;6021;VS;2585639.291;1117682.580;fr
Chamoson;1955;0;Chamoson;6022;VS;2583510.631;1116761.161;fr
Mayens-de-Chamoson;1955;1;Chamoson;6022;VS;2580159.286;1117193.386;fr
Les Vérines (Chamoson);1955;2;Chamoson;6022;VS;2581843.740;1117700.316;fr
Némiaz (Chamoson);1955;3;Chamoson;6022;VS;2583396.610;1117897.089;fr
Grugnay (Chamoson);1955;4;Chamoson;6022;VS;2582810.278;1117277.342;fr
St-Pierre-de-Clages;1955;5;Chamoson;6022;VS;2584468.846;1115663.049;fr
Conthey;1964;0;Conthey;6023;VS;2589679.369;1119553.989;fr
St-Séverin;1975;0;Conthey;6023;VS;2589525.750;1120818.625;fr
Erde;1976;0;Conthey;6023;VS;2588791.144;1120856.441;fr
Aven;1976;1;Conthey;6023;VS;2587171.470;1120574.404;fr
Daillon;1976;2;Conthey;6023;VS;2589781.413;1122751.109;fr
Clèbes (Nendaz);1993;2;Nendaz;6024;VS;2592111.427;1114862.343;fr
Aproz (Nendaz);1994;2;Nendaz;6024;VS;2590530.822;1117260.205;fr
Basse-Nendaz;1996;0;Nendaz;6024;VS;2590274.620;1115343.151;fr
Fey (Nendaz);1996;1;Nendaz;6024;VS;2586861.182;1115114.438;fr
Bieudron (Nendaz);1996;2;Nendaz;6024;VS;2587586.249;1115933.406;fr
Condémines (Nendaz);1996;3;Nendaz;6024;VS;2585881.800;1113961.082;fr
Saclentse;1996;4;Nendaz;6024;VS;2590817.865;1113834.668;fr
Baar (Nendaz);1996;5;Nendaz;6024;VS;2591573.533;1117033.554;fr
Beuson (Nendaz);1996;6;Nendaz;6024;VS;2591126.078;1114447.425;fr
Brignon (Nendaz);1996;7;Nendaz;6024;VS;2591406.204;1115296.453;fr
Haute-Nendaz;1997;0;Nendaz;6024;VS;2588865.650;1114661.374;fr
Siviez (Nendaz);1997;1;Nendaz;6024;VS;2590550.770;1109371.444;fr
Sornard (Nendaz);1997;2;Nendaz;6024;VS;2589661.118;1114899.602;fr
Vétroz;1963;0;Vétroz;6025;VS;2587890.766;1119543.650;fr
Bourg-St-Pierre;1946;0;Bourg-Saint-Pierre;6032;VS;2582467.235;1088696.215;fr
Liddes;1945;0;Liddes;6033;VS;2580325.415;1093310.136;fr
Fontaine Dessus (Liddes);1945;2;Liddes;6033;VS;2579501.276;1094943.354;fr
Fontaine Dessous (Liddes);1945;3;Liddes;6033;VS;2579034.969;1095416.091;fr
Dranse (Liddes);1945;4;Liddes;6033;VS;2579995.804;1093165.650;fr
Chandonne (Liddes);1945;5;Liddes;6033;VS;2579941.873;1094884.301;fr
Rive Haute (Liddes);1945;6;Liddes;6033;VS;2579276.830;1095051.263;fr
Fornex (Liddes);1945;7;Liddes;6033;VS;2578655.265;1095298.759;fr
Les Moulins VS (Liddes);1945;8;Liddes;6033;VS;2579038.881;1094790.151;fr
Vichères (Liddes);1945;9;Liddes;6033;VS;2578920.848;1093917.771;fr
Palasuit (Liddes);1945;10;Liddes;6033;VS;2580923.587;1092379.778;fr
Chez Petit (Liddes);1945;11;Liddes;6033;VS;2579812.472;1092918.714;fr
Petit Vichères (Liddes);1945;12;Liddes;6033;VS;2578584.099;1093287.028;fr
Orsières;1937;0;Orsières;6034;VS;2577356.448;1097770.345;fr
Champex-Lac;1938;0;Orsières;6034;VS;2575259.013;1097287.485;fr
Praz-de-Fort;1943;0;Orsières;6034;VS;2575733.091;1093210.010;fr
La Fouly VS;1944;0;Orsières;6034;VS;2573532.563;1086769.438;fr
Sembrancher;1933;0;Sembrancher;6035;VS;2577711.373;1103007.848;fr
Chamoille (Sembrancher);1933;3;Sembrancher;6035;VS;2577859.316;1101088.966;fr
La Garde (Sembrancher);1933;4;Sembrancher;6035;VS;2577391.109;1101557.149;fr
Chemin;1927;0;Val de Bagnes;6037;VS;2573593.043;1104304.235;fr
Vens (Sembrancher);1933;2;Val de Bagnes;6037;VS;2575838.626;1104148.994;fr
Le Châble VS;1934;0;Val de Bagnes;6037;VS;2582670.790;1103123.610;fr
Bruson;1934;1;Val de Bagnes;6037;VS;2582959.066;1101622.373;fr
Verbier;1936;0;Val de Bagnes;6037;VS;2583055.223;1104753.351;fr
Vollèges;1941;0;Val de Bagnes;6037;VS;2579126.951;1104020.515;fr
Cries (Vollèges);1941;2;Val de Bagnes;6037;VS;2579766.963;1104464.408;fr
Levron;1942;0;Val de Bagnes;6037;VS;2578608.149;1105201.344;fr
Versegères;1947;0;Val de Bagnes;6037;VS;2584158.525;1101610.001;fr
Champsec;1947;5;Val de Bagnes;6037;VS;2584916.307;1100531.914;fr
Lourtier;1948;0;Val de Bagnes;6037;VS;2586448.355;1100110.146;fr
Fionnay;1948;1;Val de Bagnes;6037;VS;2590003.352;1097870.776;fr
Sarreyer;1948;2;Val de Bagnes;6037;VS;2585391.992;1101169.951;fr
Bellwald;3997;0;Bellwald;6052;VS;2655461.402;1141620.079;de
Binn;3996;0;Binn;6054;VS;2657334.234;1135139.898;de
Ernen;3995;0;Ernen;6056;VS;2654245.395;1138854.694;de
Ausserbinn;3995;2;Ernen;6056;VS;2654664.743;1137012.421;de
Mühlebach (Goms);3995;3;Ernen;6056;VS;2655210.260;1139912.205;de
Steinhaus;3995;4;Ernen;6056;VS;2656830.418;1141432.749;de
Fiesch;3984;0;Fiesch;6057;VS;2653479.990;1139383.888;de
Jungfraujoch;3801;33;Fieschertal;6058;VS;2641777.875;1155270.625;de
Fieschertal;3984;2;Fieschertal;6058;VS;2654155.098;1141695.952;de
Lax;3994;0;Lax;6061;VS;2652209.461;1137804.769;de
Ulrichen;3988;0;Obergoms;6076;VS;2666379.328;1150961.227;de
Obergesteln;3988;2;Obergoms;6076;VS;2667991.445;1151885.499;de
Oberwald;3999;0;Obergoms;6076;VS;2669795.628;1154102.792;de
Münster VS;3985;0;Goms;6077;VS;2663550.573;1149009.314;de
Geschinen;3985;2;Goms;6077;VS;2664806.613;1149722.345;de
Biel VS;3989;0;Goms;6077;VS;2659804.865;1145235.150;de
Ritzingen;3989;2;Goms;6077;VS;2660288.249;1145388.610;de
Selkingen;3989;3;Goms;6077;VS;2659541.698;1145063.080;de
Niederwald;3989;4;Goms;6077;VS;2657684.052;1142985.223;de
Blitzingen;3989;5;Goms;6077;VS;2658680.178;1143623.813;de
Reckingen VS;3998;0;Goms;6077;VS;2661759.229;1146786.655;de
Gluringen;3998;1;Goms;6077;VS;2660944.978;1146191.395;de
Fortunau (Ayent);1966;2;Ayent;6082;VS;2598251.169;1125989.769;fr
Luc (Ayent);1966;3;Ayent;6082;VS;2598415.264;1125709.567;fr
St-Romain (Ayent);1966;4;Ayent;6082;VS;2598009.117;1125689.802;fr
Saxonne (Ayent);1966;5;Ayent;6082;VS;2597554.336;1125424.194;fr
Villa (Ayent);1966;6;Ayent;6082;VS;2598226.041;1124941.463;fr
La Place (Ayent);1966;7;Ayent;6082;VS;2597973.189;1124728.929;fr
Botyre (Ayent);1966;8;Ayent;6082;VS;2597370.610;1124987.659;fr
Blignou (Ayent);1966;9;Ayent;6082;VS;2596922.877;1124521.586;fr
Argnou (Ayent);1966;10;Ayent;6082;VS;2596987.205;1123499.682;fr
Signèse (Ayent);1966;11;Ayent;6082;VS;2597105.716;1122892.800;fr
Anzère;1972;0;Ayent;6082;VS;2596760.938;1127197.849;fr
Evolène;1983;0;Evolène;6083;VS;2604433.621;1106841.117;fr
Lanna;1983;2;Evolène;6083;VS;2603086.102;1107710.592;fr
Les Haudères;1984;0;Evolène;6083;VS;2605415.953;1103658.892;fr
La Tour VS;1984;1;Evolène;6083;VS;2605186.931;1105161.928;fr
La Sage;1985;0;Evolène;6083;VS;2605860.589;1105261.298;fr
La Forclaz VS;1985;1;Evolène;6083;VS;2606102.972;1103831.598;fr
Villa (Evolène);1985;2;Evolène;6083;VS;2605704.734;1106097.638;fr
Arolla;1986;0;Evolène;6083;VS;2603452.478;1097032.376;fr
Euseigne;1982;0;Hérémence;6084;VS;2598738.618;1113352.256;fr
Hérémence;1987;0;Hérémence;6084;VS;2597365.128;1114341.783;fr
St-Martin VS;1969;0;Saint-Martin (VS);6087;VS;2600396.272;1113442.751;fr
Liez (St-Martin);1969;2;Saint-Martin (VS);6087;VS;2600946.267;1112337.050;fr
Trogne (St-Martin);1969;3;Saint-Martin (VS);6087;VS;2600999.728;1112931.225;fr
Suen (St-Martin);1969;4;Saint-Martin (VS);6087;VS;2599866.840;1114443.194;fr
Eison (St-Martin);1969;5;Saint-Martin (VS);6087;VS;2602171.647;1111337.978;fr
Vex;1981;0;Vex;6089;VS;2596813.602;1117821.880;fr
Thyon;1988;1;Vex;6089;VS;2594944.083;1114448.960;fr
Les Collons;1988;2;Vex;6089;VS;2595948.865;1114854.124;fr
Les Mayens-de-Sion;1992;1;Vex;6089;VS;2595565.668;1116732.155;fr
Vernamiège;1961;0;Mont-Noble;6090;VS;2599947.446;1117634.079;fr
Mase;1968;0;Mont-Noble;6090;VS;2599427.983;1115936.819;fr
Nax;1973;0;Mont-Noble;6090;VS;2599164.754;1119673.138;fr
Agarn;3951;0;Agarn;6101;VS;2617311.667;1127274.890;de
Albinen;3955;0;Albinen;6102;VS;2614990.743;1132128.399;de
Ergisch;3947;0;Ergisch;6104;VS;2621147.758;1126654.759;de
Inden;3953;1;Inden;6109;VS;2613855.224;1132511.005;de
Susten;3952;0;Leuk;6110;VS;2615748.240;1128567.752;de
Leuk Stadt;3953;0;Leuk;6110;VS;2615130.530;1129570.832;de
Erschmatt;3957;0;Leuk;6110;VS;2619564.144;1130046.807;de
Leukerbad;3954;0;Leukerbad;6111;VS;2614665.516;1136463.960;de
Oberems;3948;1;Oberems;6112;VS;2619755.786;1125594.070;de
Salgesch;3970;0;Salgesch;6113;VS;2610178.910;1128933.796;de
Varen;3953;2;Varen;6116;VS;2612991.575;1129472.248;de
Guttet-Feschel;3956;0;Guttet-Feschel;6117;VS;2617459.590;1130416.211;de
Gampel;3945;0;Gampel-Bratsch;6118;VS;2623344.443;1129414.686;de
Niedergampel;3945;1;Gampel-Bratsch;6118;VS;2621219.823;1129015.958;de
Bratsch;3957;2;Gampel-Bratsch;6118;VS;2620822.813;1129885.208;de
Turtmann;3946;0;Turtmann-Unterems;6119;VS;2620357.134;1127790.462;de
Gruben;3946;2;Turtmann-Unterems;6119;VS;2620626.396;1117734.126;de
Unterems;3948;0;Turtmann-Unterems;6119;VS;2619885.184;1126766.283;de
Bovernier;1932;0;Bovernier;6131;VS;2572828.163;1103221.779;fr
Les Valettes (Bovernier);1932;2;Bovernier;6131;VS;2571832.721;1102747.044;fr
Fully;1926;0;Fully;6133;VS;2574888.955;1109689.360;fr
Isérables;1914;0;Isérables;6134;VS;2585048.851;1112243.182;fr
Ovronnaz;1911;0;Leytron;6135;VS;2579431.591;1116473.071;fr
Leytron;1912;0;Leytron;6135;VS;2582706.531;1115180.344;fr
Produit (Leytron);1912;2;Leytron;6135;VS;2581168.821;1115038.044;fr
Montagnon (Leytron);1912;3;Leytron;6135;VS;2581027.796;1115459.661;fr
Dugny (Leytron);1912;4;Leytron;6135;VS;2580256.940;1115350.638;fr
Charrat;1906;0;Martigny;6136;VS;2576126.500;1108046.219;fr
Martigny;1920;0;Martigny;6136;VS;2571782.749;1105522.844;fr
Martigny-Croix;1921;0;Martigny-Combe;6137;VS;2570244.149;1103967.531;fr
Ravoire;1928;0;Martigny-Combe;6137;VS;2569634.675;1105148.869;fr
Riddes;1908;0;Riddes;6139;VS;2583143.503;1113044.894;fr
Auddes-sur-Riddes;1914;2;Riddes;6139;VS;2584968.873;1111456.713;fr
La Tzoumaz;1918;0;Riddes;6139;VS;2584309.152;1110327.755;fr
Saillon;1913;0;Saillon;6140;VS;2580390.643;1113354.978;fr
Saxon;1907;0;Saxon;6141;VS;2580073.291;1110460.898;fr
Trient;1929;0;Trient;6142;VS;2565644.586;1100595.016;fr
Champéry;1874;0;Champéry;6151;VS;2556109.044;1114250.451;fr
Collombey;1868;0;Collombey-Muraz;6152;VS;2562047.599;1124182.400;fr
Collombey;1868;0;Collombey-Muraz;6152;VS;2561106.302;1122538.666;fr
Muraz (Collombey);1893;0;Collombey-Muraz;6152;VS;2560468.914;1125550.151;fr
Monthey;1870;0;Monthey;6153;VS;2551884.119;1117479.545;fr
Monthey;1870;0;Monthey;6153;VS;2562086.191;1122482.050;fr
Choëx;1871;0;Monthey;6153;VS;2563159.319;1121462.699;fr
Les Giettes;1871;2;Monthey;6153;VS;2563253.315;1119392.771;fr
Bouveret;1897;0;Port-Valais;6154;VS;2554808.248;1137210.968;fr
